|REPORT_YEAR|OIL|GAS|WATER|DAYS|RUNS|GAS_SOLD|FLARED|COMPANY
21|2013|1335.0|0.0|161040.0|354.0|1277.0|0.0|0.0|AEON ENERGY
22|2014|843.0|0.0|91360.0|234.0|1020.0|0.0|0.0|AEON ENERGY
23|2015|982.0|0.0|108367.0|328.0|767.0|0.0|0.0|AEON ENERGY
24|2016|1067.0|0.0|117890.0|346.0|1164.0|0.0|0.0|AEON ENERGY
25|2017|1022.0|0.0|117975.0|225.0|1027.0|0.0|0.0|AEON ENERGY
26|2018|1960.0|0.0|224890.0|356.0|1865.0|0.0|0.0|AEON ENERGY
27|2019|1602.0|0.0|196465.0|364.0|1789.0|0.0|0.0|AEON ENERGY
28|2015|4268.0|0.0|0.0|0.0|4436.0|0.0|0.0|ALATI ARNEGARD
29|2016|3652.0|0.0|0.0|0.0|3252.0|0.0|0.0|ALATI ARNEGARD
30|2017|4903.0|0.0|0.0|0.0|5353.0|0.0|0.0|ALATI ARNEGARD
31|2018|4881.0|0.0|0.0|0.0|4586.0|0.0|0.0|ALATI ARNEGARD
32|2019|4492.0|0.0|0.0|0.0|4812.0|0.0|0.0|ALATI ARNEGARD
33|2013|6274.0|0.0|0.0|0.0|6481.0|0.0|0.0|ALEXANDER SWD
34|2014|3381.0|0.0|0.0|0.0|3112.0|0.0|0.0|ALEXANDER SWD
35|2015|1575.0|0.0|0.0|0.0|1392.0|0.0|0.0|ALEXANDER SWD
36|2016|656.0|0.0|0.0|0.0|652.0|0.0|0.0|ALEXANDER SWD
37|2017|1353.0|0.0|0.0|0.0|1359.0|0.0|0.0|ALEXANDER SWD
38|2018|50.0|0.0|0.0|0.0|74.0|0.0|0.0|ALEXANDER SWD
39|2019|0.0|0.0|0.0|0.0|0.0|0.0|0.0|ALEXANDER SWD
40|2010|1843.0|0.0|14001.0|100.0|1749.0|0.0|0.0|ALTURAS ENERGY
41|2011|28060.0|0.0|193145.0|1358.0|27335.0|0.0|0.0|ALTURAS ENERGY
42|2012|20886.0|0.0|176104.0|1124.0|20252.0|0.0|0.0|ALTURAS ENERGY
43|2013|12079.0|0.0|106130.0|730.0|10809.0|0.0|0.0|ALTURAS ENERGY
44|2014|8557.0|0.0|49350.0|464.0|7834.0|0.0|0.0|ALTURAS ENERGY
45|2015|198.0|0.0|1980.0|9.0|231.0|0.0|0.0|ALTURAS ENERGY
46|2009|0.0|1857.0|0.0|0.0|0.0|1797.0|0.0|AMERADA HESS
47|2010|909.0|0.0|7836.0|30.0|0.0|0.0|0.0|AMERADA HESS
48|2013|175.0|0.0|30.0|31.0|225.0|0.0|0.0|AMERADA HESS
49|2014|0.0|0.0|0.0|0.0|0.0|0.0|0.0|AMERADA HESS
50|2015|0.0|0.0|0.0|0.0|0.0|0.0|0.0|AMERADA HESS
51|2016|0.0|0.0|0.0|0.0|0.0|0.0|0.0|AMERADA HESS
52|2017|0.0|0.0|0.0|0.0|0.0|0.0|0.0|AMERADA HESS
53|2018|0.0|0.0|0.0|0.0|0.0|0.0|0.0|AMERADA HESS
54|2019|0.0|0.0|0.0|0.0|0.0|0.0|0.0|AMERADA HESS
55|2012|139740.0|86795.0|94179.0|575.0|252390.0|0.0|0.0|AMERICAN EAGLE ENERGY
56|2013|962093.0|671144.0|973353.0|5557.0|1105862.0|190159.0|0.0|AMERICAN EAGLE ENERGY
57|2014|1251942.0|1098967.0|2085784.0|13234.0|1468319.0|323551.0|0.0|AMERICAN EAGLE ENERGY
58|2015|882189.0|959660.0|1629019.0|14906.0|902749.0|274214.0|27564.0|AMERICAN EAGLE ENERGY
59|2010|230635.0|372675.0|178849.0|703.0|358908.0|68555.0|0.0|AMERICAN OIL & GAS
60|2011|301817.0|452663.0|175433.0|1120.0|308734.0|32337.0|0.0|AMERICAN OIL & GAS
61|2014|11509.0|0.0|0.0|0.0|11688.0|0.0|0.0|AMINOIL USA
62|2015|45438.0|0.0|0.0|0.0|45669.0|0.0|0.0|AMINOIL USA
63|2016|47066.0|0.0|0.0|0.0|46972.0|0.0|0.0|AMINOIL USA
64|2017|56317.0|0.0|0.0|0.0|56400.0|0.0|0.0|AMINOIL USA
65|2018|129357.0|0.0|0.0|0.0|128771.0|0.0|0.0|AMINOIL USA
66|2019|72105.0|0.0|0.0|0.0|71605.0|0.0|0.0|AMINOIL USA
67|2009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|AMOCO PRODUCTION
68|2009|262009.0|87603.0|158334.0|6877.0|403129.0|76935.0|0.0|ANSCHUTZ EXPLORATION
69|2010|1317631.0|369907.0|791881.0|11607.0|1493403.0|319456.0|0.0|ANSCHUTZ EXPLORATION
70|2011|298722.0|69911.0|205559.0|2627.0|330184.0|59855.0|0.0|ANSCHUTZ EXPLORATION
71|2015|8.0|0.0|1581.0|10.0|0.0|0.0|0.0|ANSCHUTZ OIL COMPANY
72|2009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|APEX ENERGY
73|2016|0.0|0.0|0.0|0.0|0.0|0.0|0.0|APOLLO RESOURCES
74|2017|0.0|0.0|0.0|0.0|0.0|0.0|0.0|APOLLO RESOURCES
75|2016|15984.0|0.0|0.0|0.0|15984.0|0.0|0.0|AQUA TERRA WATER MANAGEMENT USA
76|2017|4342.0|0.0|0.0|0.0|4342.0|0.0|0.0|AQUA TERRA WATER MANAGEMENT USA
77|2018|9653.0|0.0|0.0|0.0|9653.0|0.0|0.0|AQUA TERRA WATER MANAGEMENT USA
78|2019|15191.0|0.0|0.0|0.0|15191.0|0.0|0.0|AQUA TERRA WATER MANAGEMENT USA
79|2009|126969.0|136352.0|402097.0|4253.0|163245.0|94061.0|0.0|ARMSTRONG OPERATING
80|2010|286346.0|186225.0|344196.0|4427.0|314930.0|155643.0|0.0|ARMSTRONG OPERATING
81|2011|316989.0|190026.0|246236.0|3898.0|317571.0|156001.0|0.0|ARMSTRONG OPERATING
82|2012|326223.0|176951.0|261933.0|3956.0|326253.0|141837.0|0.0|ARMSTRONG OPERATING
83|2013|309405.0|173522.0|230365.0|4075.0|310072.0|140161.0|0.0|ARMSTRONG OPERATING
84|2014|269594.0|155090.0|313788.0|4043.0|269758.0|122531.0|0.0|ARMSTRONG OPERATING
85|2015|248148.0|144167.0|296729.0|3657.0|248980.0|91983.0|11889.0|ARMSTRONG OPERATING
86|2016|204637.0|122697.0|236679.0|3188.0|204243.0|96853.0|0.0|ARMSTRONG OPERATING
87|2017|221840.0|130876.0|252033.0|3480.0|222846.0|102430.0|0.0|ARMSTRONG OPERATING
88|2018|231599.0|119126.0|291391.0|3433.0|230610.0|91009.0|0.0|ARMSTRONG OPERATING
89|2019|143785.0|82702.0|299873.0|3161.0|144655.0|58880.0|0.0|ARMSTRONG OPERATING
90|2018|731.0|0.0|0.0|0.0|632.0|0.0|0.0|ARROW WATER
91|2019|639.0|0.0|0.0|0.0|610.0|0.0|0.0|ARROW WATER
92|2009|107936.0|168239.0|1120871.0|14650.0|108657.0|164217.0|0.0|ARSENAL ENERGY USA
93|2010|100258.0|161985.0|1113250.0|14693.0|98341.0|158655.0|0.0|ARSENAL ENERGY USA
94|2011|147416.0|154529.0|939171.0|12036.0|166146.0|145267.0|0.0|ARSENAL ENERGY USA
95|2012|374093.0|224007.0|939911.0|12520.0|404066.0|217937.0|0.0|ARSENAL ENERGY USA
96|2013|401037.0|258428.0|916008.0|13528.0|423326.0|231911.0|0.0|ARSENAL ENERGY USA
97|2014|470635.0|265830.0|883130.0|13592.0|468810.0|234464.0|0.0|ARSENAL ENERGY USA
98|2015|341846.0|229859.0|703240.0|10369.0|344686.0|209748.0|13714.0|ARSENAL ENERGY USA
99|2016|160211.0|114699.0|356080.0|6276.0|159566.0|104859.0|9841.0|ARSENAL ENERGY USA
100|2009|3023.0|5106.0|1537.0|349.0|2906.0|5106.0|0.0|B. D. EVANS OIL
101|2010|2695.0|5076.0|1380.0|361.0|2643.0|5076.0|0.0|B. D. EVANS OIL
102|2011|2493.0|4592.0|1412.0|301.0|2593.0|4592.0|0.0|B. D. EVANS OIL
103|2012|3366.0|5371.0|897.0|353.0|3282.0|5371.0|0.0|B. D. EVANS OIL
104|2013|2286.0|3131.0|988.0|347.0|2628.0|3131.0|0.0|B. D. EVANS OIL
105|2014|3338.0|164.0|838.0|298.0|3028.0|164.0|0.0|B. D. EVANS OIL
106|2015|3094.0|0.0|834.0|351.0|3260.0|0.0|0.0|B. D. EVANS OIL
107|2016|2560.0|0.0|647.0|318.0|2326.0|0.0|0.0|B. D. EVANS OIL
108|2017|1364.0|0.0|356.0|158.0|1558.0|0.0|0.0|B. D. EVANS OIL
109|2013|1482.0|0.0|0.0|0.0|1687.0|0.0|0.0|BAKKEN DISPOSAL SERVICES
110|2014|4984.0|0.0|0.0|0.0|5128.0|0.0|0.0|BAKKEN DISPOSAL SERVICES
111|2015|2101.0|0.0|0.0|0.0|2059.0|0.0|0.0|BAKKEN DISPOSAL SERVICES
112|2013|69497.0|58106.0|148710.0|1507.0|64892.0|0.0|0.0|BAKKEN HUNTER
113|2014|139539.0|144321.0|231253.0|2833.0|141595.0|8430.0|0.0|BAKKEN HUNTER
114|2015|68817.0|68661.0|167499.0|2612.0|70193.0|25132.0|15304.0|BAKKEN HUNTER
115|2016|51885.0|70745.0|95799.0|1833.0|50710.0|19581.0|47274.0|BAKKEN HUNTER
116|2017|16870.0|35680.0|28351.0|913.0|17637.0|7523.0|21199.0|BAKKEN HUNTER
117|2009|13359.0|1631.0|515226.0|1817.0|13078.0|0.0|0.0|BALLANTYNE OIL
118|2010|15326.0|2801.0|323226.0|1906.0|15316.0|0.0|0.0|BALLANTYNE OIL
119|2010|14986.0|2594.0|238960.0|2055.0|14800.0|0.0|0.0|BALLANTYNE OIL
120|2011|34522.0|5602.0|577957.0|4703.0|35110.0|0.0|0.0|BALLANTYNE OIL
121|2012|48403.0|5577.0|596325.0|6055.0|47376.0|0.0|0.0|BALLANTYNE OIL
122|2013|66496.0|4479.0|893274.0|8435.0|68157.0|0.0|0.0|BALLANTYNE OIL
123|2014|73211.0|5281.0|1008879.0|8830.0|73915.0|0.0|0.0|BALLANTYNE OIL
124|2015|71179.0|4929.0|978297.0|8601.0|71948.0|0.0|0.0|BALLANTYNE OIL
125|2016|76255.0|6659.0|1151989.0|8631.0|74456.0|1616.0|304.0|BALLANTYNE OIL
126|2017|91032.0|14434.0|1137336.0|9204.0|92678.0|10198.0|74.0|BALLANTYNE OIL
127|2018|86701.0|12178.0|1132459.0|9437.0|86507.0|8708.0|0.0|BALLANTYNE OIL
128|2019|370398.0|90941.0|2870736.0|40025.0|375035.0|3702.0|44189.0|BALLANTYNE OIL
129|2009|11483.0|5777.0|3222.0|298.0|11490.0|5777.0|0.0|BALLARD PETROLEUM HOLDINGS
130|2010|12577.0|6711.0|3957.0|327.0|12331.0|6711.0|0.0|BALLARD PETROLEUM HOLDINGS
131|2011|10567.0|6149.0|3515.0|315.0|10290.0|5957.0|0.0|BALLARD PETROLEUM HOLDINGS
132|2012|9280.0|4273.0|3523.0|301.0|9244.0|4273.0|0.0|BALLARD PETROLEUM HOLDINGS
133|2014|29393.0|0.0|3137.0|184.0|32072.0|0.0|0.0|BALLARD PETROLEUM HOLDINGS
134|2015|81223.0|4426.0|10621.0|519.0|102606.0|0.0|3013.0|BALLARD PETROLEUM HOLDINGS
135|2016|112203.0|3883.0|45688.0|1063.0|112653.0|0.0|3883.0|BALLARD PETROLEUM HOLDINGS
136|2017|104038.0|3353.0|47053.0|1149.0|105838.0|0.0|3353.0|BALLARD PETROLEUM HOLDINGS
137|2018|105918.0|451.0|128836.0|1825.0|106282.0|0.0|451.0|BALLARD PETROLEUM HOLDINGS
138|2019|87560.0|70.0|132403.0|1823.0|87353.0|0.0|70.0|BALLARD PETROLEUM HOLDINGS
139|2009|9453.0|6601.0|22720.0|1617.0|9658.0|6423.0|0.0|BASIC EARTH SCIENCE SYSTEMS
140|2010|2016.0|1178.0|6879.0|359.0|1962.0|1138.0|0.0|BASIC EARTH SCIENCE SYSTEMS
141|2012|375.0|0.0|0.0|0.0|438.0|0.0|0.0|BASIC ENERGY SERVICES
142|2013|2820.0|0.0|0.0|0.0|2793.0|0.0|0.0|BASIC ENERGY SERVICES
143|2014|5350.0|0.0|0.0|0.0|5199.0|0.0|0.0|BASIC ENERGY SERVICES
144|2015|14109.0|0.0|0.0|0.0|14104.0|0.0|0.0|BASIC ENERGY SERVICES
145|2017|500.0|0.0|0.0|0.0|0.0|0.0|0.0|BASIC ENERGY SERVICES
146|2014|418861.0|485378.0|707136.0|7588.0|552681.0|392305.0|0.0|BAYTEX ENERGY USA
147|2009|13464.0|11047.0|11917.0|170.0|44361.0|2909.0|0.0|BAYTEX ENERGY USA
148|2010|177901.0|160007.0|190351.0|2534.0|234328.0|5315.0|0.0|BAYTEX ENERGY USA
149|2011|395396.0|262932.0|451885.0|4913.0|602972.0|5928.0|0.0|BAYTEX ENERGY USA
150|2012|988875.0|718267.0|1499067.0|11429.0|1491356.0|9032.0|0.0|BAYTEX ENERGY USA
151|2013|1575796.0|1653836.0|2731578.0|21857.0|2128940.0|292787.0|0.0|BAYTEX ENERGY USA
152|2014|869328.0|938546.0|1461454.0|14500.0|951434.0|495587.0|0.0|BAYTEX ENERGY USA
153|2015|162.0|0.0|0.0|0.0|162.0|0.0|0.0|BAYTEX ENERGY USA
154|2009|57981.0|0.0|0.0|0.0|58242.0|0.0|0.0|BEAR PAW ENERGY
155|2009|67907.0|0.0|0.0|0.0|68090.0|0.0|0.0|BEAR PAW ENERGY
156|2010|133942.0|0.0|0.0|0.0|133107.0|0.0|0.0|BEAR PAW ENERGY
157|2011|154658.0|0.0|6877.0|0.0|151987.0|0.0|0.0|BEAR PAW ENERGY
158|2012|205969.0|0.0|38774.0|0.0|206128.0|0.0|0.0|BEAR PAW ENERGY
159|2013|272589.0|0.0|56146.0|0.0|271422.0|0.0|0.0|BEAR PAW ENERGY
160|2014|200588.0|0.0|49366.0|0.0|200704.0|0.0|0.0|BEAR PAW ENERGY
161|2015|172773.0|0.0|39069.0|0.0|172686.0|0.0|0.0|BEAR PAW ENERGY
162|2016|119296.0|0.0|33168.0|0.0|118674.0|0.0|0.0|BEAR PAW ENERGY
163|2017|210452.0|0.0|45534.0|0.0|211378.0|0.0|0.0|BEAR PAW ENERGY
164|2018|378971.0|0.0|67541.0|0.0|378094.0|0.0|0.0|BEAR PAW ENERGY
165|2019|442062.0|0.0|79944.0|0.0|442342.0|0.0|0.0|BEAR PAW ENERGY
166|2009|5452.0|15849.0|4626.0|276.0|5634.0|11701.0|0.0|BEHM ENERGY
167|2010|2054.0|5525.0|4553.0|191.0|2000.0|4153.0|0.0|BEHM ENERGY
168|2011|3166.0|5051.0|6028.0|185.0|3185.0|3599.0|0.0|BEHM ENERGY
169|2012|1282.0|2904.0|2436.0|53.0|1267.0|2143.0|0.0|BEHM ENERGY
170|2013|0.0|0.0|0.0|0.0|0.0|0.0|0.0|BEHM ENERGY
171|2014|0.0|0.0|0.0|0.0|0.0|0.0|0.0|BEHM ENERGY
172|2015|0.0|0.0|0.0|0.0|0.0|0.0|0.0|BEHM ENERGY
173|2019|7043.0|7714.0|17349.0|165.0|6727.0|0.0|7714.0|BEHM ENERGY
174|2012|4034.0|0.0|0.0|0.0|4018.0|0.0|0.0|BENNETT SWD
175|2013|19350.0|0.0|0.0|0.0|19198.0|0.0|0.0|BENNETT SWD
176|2014|8691.0|0.0|0.0|0.0|8656.0|0.0|0.0|BENNETT SWD
177|2015|12814.0|0.0|0.0|0.0|14015.0|0.0|0.0|BENNETT SWD
178|2016|7376.0|0.0|0.0|0.0|7412.0|0.0|0.0|BENNETT SWD
179|2017|13549.0|0.0|0.0|0.0|13477.0|0.0|0.0|BENNETT SWD
180|2018|6142.0|0.0|0.0|0.0|6242.0|0.0|0.0|BENNETT SWD
181|2019|19470.0|0.0|0.0|0.0|19248.0|0.0|0.0|BENNETT SWD
182|2009|198938.0|2421.0|3401254.0|14783.0|198934.0|0.0|0.0|BERENERGY
183|2010|310042.0|3891.0|3931951.0|14412.0|310432.0|0.0|0.0|BERENERGY
184|2011|324405.0|3751.0|4356608.0|14154.0|322086.0|0.0|0.0|BERENERGY
185|2012|371606.0|4629.0|5030462.0|13716.0|373717.0|0.0|0.0|BERENERGY
186|2013|339938.0|4330.0|5383448.0|13186.0|338330.0|0.0|0.0|BERENERGY
187|2014|318639.0|4141.0|5192838.0|12283.0|319601.0|0.0|0.0|BERENERGY
188|2015|279580.0|3766.0|5271814.0|11123.0|292939.0|0.0|0.0|BERENERGY
189|2016|316676.0|12302.0|5388686.0|11413.0|317096.0|0.0|0.0|BERENERGY
190|2017|276477.0|10253.0|4750234.0|11313.0|278273.0|0.0|0.0|BERENERGY
191|2018|262888.0|11852.0|4611662.0|10997.0|263342.0|0.0|0.0|BERENERGY
192|2019|241099.0|11493.0|4196191.0|10367.0|241526.0|0.0|0.0|BERENERGY
193|2016|0.0|0.0|0.0|0.0|0.0|0.0|0.0|BERG SPECIALTY FLUIDS-HOLDING
194|2017|0.0|0.0|0.0|0.0|0.0|0.0|0.0|BERG SPECIALTY FLUIDS-HOLDING
195|2013|0.0|1144.0|0.0|0.0|0.0|0.0|0.0|BHP PETROLEUM COMPANY
196|2015|1240.0|0.0|0.0|0.0|1274.0|0.0|0.0|BIG DISPOSAL CARTWRIGHT
197|2016|60.0|0.0|0.0|0.0|243.0|0.0|0.0|BIG DISPOSAL CARTWRIGHT
198|2017|0.0|0.0|0.0|0.0|0.0|0.0|0.0|BIG DISPOSAL CARTWRIGHT
199|2015|2720.0|0.0|0.0|0.0|2725.0|0.0|0.0|BIG DISPOSAL IRGENS
200|2016|2465.0|0.0|0.0|0.0|2676.0|0.0|0.0|BIG DISPOSAL IRGENS
201|2017|680.0|0.0|0.0|0.0|415.0|0.0|0.0|BIG DISPOSAL IRGENS
202|2009|5557.0|8443.0|41689.0|704.0|5778.0|8443.0|0.0|BIG SKY WELL SERVICE
203|2010|3767.0|5166.0|36918.0|575.0|3743.0|5166.0|0.0|BIG SKY WELL SERVICE
204|2011|3163.0|5671.0|34001.0|641.0|3078.0|5671.0|0.0|BIG SKY WELL SERVICE
205|2012|2296.0|4400.0|25828.0|563.0|2353.0|4400.0|0.0|BIG SKY WELL SERVICE
206|2013|1099.0|3979.0|5353.0|387.0|1238.0|3979.0|0.0|BIG SKY WELL SERVICE
207|2014|732.0|2587.0|2253.0|277.0|896.0|2587.0|0.0|BIG SKY WELL SERVICE
208|2015|845.0|2725.0|1839.0|284.0|889.0|2725.0|0.0|BIG SKY WELL SERVICE
209|2016|1313.0|1111.0|2214.0|314.0|1058.0|1111.0|0.0|BIG SKY WELL SERVICE
210|2017|1009.0|224.0|2229.0|307.0|1063.0|224.0|0.0|BIG SKY WELL SERVICE
211|2018|10.0|2.0|46.0|17.0|283.0|2.0|0.0|BIG SKY WELL SERVICE
212|2013|11.0|0.0|431.0|32.0|0.0|0.0|0.0|BLACK GOLD ENERGY RESOURCE DEVELOPMENT
213|2015|30.0|0.0|30.0|4.0|0.0|0.0|0.0|BLACK GOLD ENERGY RESOURCE DEVELOPMENT
214|2016|0.0|0.0|0.0|0.0|0.0|0.0|0.0|BLACK GOLD ENERGY RESOURCE DEVELOPMENT
215|2009|17069.0|0.0|120955.0|874.0|17659.0|0.0|0.0|BLACK HAWK RESOURCES
216|2010|29133.0|0.0|175050.0|1387.0|27925.0|0.0|0.0|BLACK HAWK RESOURCES
217|2018|10581.0|0.0|0.0|0.0|11065.0|0.0|0.0|BNN NORTH DAKOTA
218|2019|39298.0|0.0|0.0|0.0|42314.0|0.0|0.0|BNN NORTH DAKOTA
219|2011|450.0|0.0|0.0|0.0|438.0|0.0|0.0|BOH
220|2012|1681.0|0.0|0.0|0.0|1441.0|0.0|0.0|BOH
221|2013|7479.0|0.0|0.0|0.0|7542.0|0.0|0.0|BOH
222|2014|6874.0|0.0|0.0|0.0|6549.0|0.0|0.0|BOH
223|2015|899.0|0.0|0.0|0.0|899.0|0.0|0.0|BOH
224|2016|4873.0|0.0|0.0|0.0|4873.0|0.0|0.0|BOH
225|2017|13368.0|0.0|0.0|0.0|13368.0|0.0|0.0|BOH
226|2012|2030.0|0.0|0.0|0.0|1380.0|0.0|0.0|BOREJAKS ENERGY SERVICES
227|2013|30535.0|0.0|0.0|0.0|31135.0|0.0|0.0|BOREJAKS ENERGY SERVICES
228|2014|24612.0|0.0|0.0|0.0|24605.0|0.0|0.0|BOREJAKS ENERGY SERVICES
229|2015|2191.0|0.0|0.0|0.0|2191.0|0.0|0.0|BOREJAKS ENERGY SERVICES
230|2011|1671.0|0.0|0.0|0.0|1125.0|0.0|0.0|BOSQUE DISPOSAL SYSTEMS
231|2012|5584.0|0.0|0.0|0.0|5401.0|0.0|0.0|BOSQUE DISPOSAL SYSTEMS
232|2013|15794.0|0.0|0.0|0.0|16288.0|0.0|0.0|BOSQUE DISPOSAL SYSTEMS
233|2014|17646.0|0.0|0.0|0.0|17757.0|0.0|0.0|BOSQUE DISPOSAL SYSTEMS
234|2015|10489.0|0.0|0.0|0.0|11081.0|0.0|0.0|BOSQUE DISPOSAL SYSTEMS
235|2016|20699.0|0.0|0.0|0.0|19376.0|0.0|0.0|BOSQUE DISPOSAL SYSTEMS
236|2017|21236.0|0.0|0.0|0.0|22315.0|0.0|0.0|BOSQUE DISPOSAL SYSTEMS
237|2018|10821.0|0.0|0.0|0.0|10321.0|0.0|0.0|BOSQUE DISPOSAL SYSTEMS
238|2019|9345.0|0.0|0.0|0.0|9621.0|0.0|0.0|BOSQUE DISPOSAL SYSTEMS
239|2009|1650.0|0.0|18871.0|382.0|1673.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
240|2010|1406.0|0.0|9835.0|342.0|1496.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
241|2011|1477.0|0.0|12604.0|343.0|1460.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
242|2012|1318.0|0.0|2035.0|304.0|1325.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
243|2013|1173.0|0.0|7177.0|362.0|1255.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
244|2014|1687.0|0.0|18994.0|383.0|1793.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
245|2015|1913.0|0.0|25809.0|485.0|1522.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
246|2016|558.0|0.0|9801.0|213.0|592.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
247|2017|1064.0|0.0|23999.0|341.0|931.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
248|2018|44.0|0.0|4160.0|35.0|0.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
249|2019|823.0|0.0|6341.0|140.0|562.0|0.0|0.0|BOW PETROLEUM, INC. OF COLORADO
250|2009|4046.0|7135.0|817.0|741.0|4141.0|7051.0|0.0|BOWERS OIL & GAS
251|2010|4339.0|3635.0|1038.0|971.0|4023.0|3527.0|0.0|BOWERS OIL & GAS
252|2011|2987.0|2924.0|636.0|569.0|4092.0|2837.0|0.0|BOWERS OIL & GAS
253|2012|4376.0|3718.0|1095.0|929.0|4703.0|2732.0|0.0|BOWERS OIL & GAS
254|2013|3586.0|3354.0|1175.0|704.0|3493.0|0.0|0.0|BOWERS OIL & GAS
255|2017|7645.0|0.0|0.0|0.0|7645.0|0.0|0.0|BPI-BOH
256|2018|15228.0|0.0|0.0|0.0|15228.0|0.0|0.0|BPI-BOH
257|2019|12752.0|0.0|0.0|0.0|12752.0|0.0|0.0|BPI-BOH
258|2009|532556.0|503671.0|394334.0|4972.0|666057.0|207939.0|0.0|BRIGHAM OIL & GAS
259|2010|2220479.0|1778299.0|1783019.0|11708.0|3319497.0|1405836.0|0.0|BRIGHAM OIL & GAS
260|2011|5975442.0|4951921.0|4806761.0|26124.0|6766034.0|3176206.0|0.0|BRIGHAM OIL & GAS
261|2012|12273235.0|11289252.0|10034208.0|56043.0|12964198.0|6801043.0|0.0|BRIGHAM OIL & GAS
262|2013|2663692.0|2617193.0|2141114.0|13037.0|2698132.0|1391773.0|0.0|BRIGHAM OIL & GAS
263|2009|20224.0|26243.0|95648.0|1428.0|20514.0|21233.0|0.0|BROSCHAT ENGINEERING & MANAGEMENT SERVICES
264|2010|17534.0|18582.0|78951.0|1273.0|17627.0|11040.0|0.0|BROSCHAT ENGINEERING & MANAGEMENT SERVICES
265|2011|11707.0|11338.0|55024.0|858.0|12170.0|5221.0|0.0|BROSCHAT ENGINEERING & MANAGEMENT SERVICES
266|2012|7874.0|11926.0|21076.0|673.0|7927.0|6186.0|0.0|BROSCHAT ENGINEERING & MANAGEMENT SERVICES
267|2013|7404.0|13105.0|18937.0|665.0|7642.0|5403.0|0.0|BROSCHAT ENGINEERING & MANAGEMENT SERVICES
268|2014|7007.0|8245.0|20474.0|644.0|6960.0|1664.0|0.0|BROSCHAT ENGINEERING & MANAGEMENT SERVICES
269|2015|6495.0|7111.0|15792.0|549.0|6752.0|998.0|3521.0|BROSCHAT ENGINEERING & MANAGEMENT SERVICES
270|2016|3875.0|4246.0|13700.0|425.0|3783.0|230.0|2912.0|BROSCHAT ENGINEERING & MANAGEMENT SERVICES
271|2017|1107.0|1216.0|3882.0|112.0|1080.0|0.0|875.0|BROSCHAT ENGINEERING & MANAGEMENT SERVICES
272|2015|12359.0|0.0|0.0|0.0|12357.0|0.0|0.0|BRP HOLD 18
273|2016|35193.0|34722.0|86828.0|1678.0|34280.0|15498.0|2309.0|BRUIN E&P OPERATING
274|2017|1384189.0|1642187.0|2023669.0|29196.0|1553611.0|1353800.0|190343.0|BRUIN E&P OPERATING
275|2018|11777105.0|18758270.0|13923571.0|127223.0|13935201.0|15608627.0|3182944.0|BRUIN E&P OPERATING
276|2019|16570393.0|35008961.0|23766669.0|138959.0|17021511.0|19889913.0|12223227.0|BRUIN E&P OPERATING
277|2009|633856.0|1976517.0|1623048.0|22987.0|632076.0|1914877.0|0.0|BTA OIL PRODUCERS
278|2010|390995.0|971949.0|1217143.0|15183.0|403206.0|907750.0|0.0|BTA OIL PRODUCERS
279|2011|566680.0|771308.0|1145665.0|10091.0|565966.0|433249.0|0.0|BTA OIL PRODUCERS
280|2012|204669.0|354760.0|1026998.0|9656.0|202383.0|328749.0|0.0|BTA OIL PRODUCERS
281|2013|185932.0|2450493.0|1064787.0|10267.0|187825.0|2406132.0|0.0|BTA OIL PRODUCERS
282|2014|180759.0|3039179.0|1081616.0|10528.0|177406.0|2986826.0|0.0|BTA OIL PRODUCERS
283|2015|156779.0|1480680.0|1033377.0|9563.0|161324.0|1442855.0|0.0|BTA OIL PRODUCERS
284|2016|134570.0|249407.0|538088.0|8499.0|136078.0|229209.0|0.0|BTA OIL PRODUCERS
285|2017|135101.0|247303.0|634603.0|8373.0|133214.0|227084.0|0.0|BTA OIL PRODUCERS
286|2018|116754.0|193084.0|399046.0|7433.0|138557.0|190318.0|1146.0|BTA OIL PRODUCERS
287|2019|58164.0|149130.0|163226.0|4570.0|66309.0|111573.0|40753.0|BTA OIL PRODUCERS
288|2011|0.0|0.0|0.0|0.0|0.0|0.0|0.0|BUCKHORN ENERGY SERVICES
289|2012|13109.0|0.0|0.0|0.0|12709.0|0.0|0.0|BUCKHORN ENERGY SERVICES
290|2013|24082.0|0.0|0.0|0.0|23982.0|0.0|0.0|BUCKHORN ENERGY SERVICES
291|2014|34516.0|0.0|0.0|0.0|29586.0|0.0|0.0|BUCKHORN ENERGY SERVICES
292|2015|23622.0|0.0|0.0|0.0|23622.0|0.0|0.0|BUCKHORN ENERGY SERVICES
